1	0.0001	1	0.4	4.822246148369529
2	0.0001	1	0.4	1.2886365695433184
3	0.0001	1	0.4	0.3490338143977252
4	0.0001	1	0.4	0.33337493538856505
5	0.0001	1	0.4	0.10822653431784023
6	0.0001	1	0.4	0.0732502089982683
7	0.0001	1	0.4	0.09410732212391766
8	0.0001	1	0.4	0.03350597819821401
9	0.0001	1	0.4	0.6060118902813304
10	0.0001	1	0.4	0.22536896575580945
11	0.0001	1	0.4	0.1291119169105183
12	0.0001	1	0.4	0.010063039265911688
13	0.0001	1	0.4	0.009012494049966336
14	0.0001	1	0.4	0.04497792686928402
15	0.0001	1	0.4	0.02262827046215534
16	0.0001	1	0.4	0.02171068706295707
17	0.0001	1	0.4	0.0387332525442947
18	0.0001	1	0.4	0.023579246178269387
19	0.0001	1	0.4	0.005607612583447587
20	0.0001	1	0.4	0.00546675914559852
21	0.0001	1	0.4	0.008846253198994831
22	0.0001	1	0.4	0.03664620102129199
23	0.0001	1	0.4	0.0033957195679911157
24	0.0001	1	0.4	0.009489762706851418
25	0.0001	1	0.4	3.0846406503157184
26	0.0001	1	0.4	1.0333553931929849
27	0.0001	1	0.4	0.0035707397725094447
28	0.0001	1	0.4	0.009371849725192243
29	0.0001	1	0.4	0.09746748832139102
30	0.0001	1	0.4	0.010862460867925123
31	0.0001	1	0.4	0.008356474416161126
32	0.0001	1	0.4	0.005483669423582879
33	0.0001	1	0.4	0.08565869968045842
34	0.0001	1	0.4	0.004045964328741485
35	0.0001	1	0.4	0.003949085347862406
36	0.0001	1	0.4	0.04734822687777606
37	0.0001	1	0.4	0.004729752894490957
38	0.0001	1	0.4	0.0030063500204546884
39	0.0001	1	0.4	2.3382236805829133
40	0.0001	1	0.4	0.01723473783243786
41	0.0001	1	0.4	0.006232520311393521
42	0.0001	1	0.4	0.014298687214878472
43	0.0001	1	0.4	0.00794660479507663
44	0.0001	1	0.4	0.018101158399473537
45	0.0001	1	0.4	0.04026494232768362
46	0.0001	1	0.4	0.0033193181226537985
47	0.0001	1	0.4	0.028014139052141795
48	0.0001	1	0.4	0.007703901260075244
49	0.0001	1	0.4	0.013941613127562133
50	0.0001	1	0.4	0.005662689942189238
1	0.0001	1	0.8	1.877352773059498
2	0.0001	1	0.8	0.28584050915457987
3	0.0001	1	0.8	0.10651962879029188
4	0.0001	1	0.8	0.07442313053391196
5	0.0001	1	0.8	0.06056713509288701
6	0.0001	1	0.8	0.07421336113051935
7	0.0001	1	0.8	0.0259938773106445
8	0.0001	1	0.8	0.060324865037744695
9	0.0001	1	0.8	0.018044292266395957
10	0.0001	1	0.8	0.02068079137666659
11	0.0001	1	0.8	0.03777802217413079
12	0.0001	1	0.8	0.01677246420559558
13	0.0001	1	0.8	0.24902711537751285
14	0.0001	1	0.8	0.029236595772884108
15	0.0001	1	0.8	0.007104644137011333
16	0.0001	1	0.8	0.050935216451233084
17	0.0001	1	0.8	0.006545395573431795
18	0.0001	1	0.8	0.10706958730112423
19	0.0001	1	0.8	0.011614622277292338
20	0.0001	1	0.8	0.014602408507330852
21	0.0001	1	0.8	0.06341992427002299
22	0.0001	1	0.8	0.024531022797931325
23	0.0001	1	0.8	0.8635028448971835
24	0.0001	1	0.8	0.005341289141638713
25	0.0001	1	0.8	0.026528195969083092
26	0.0001	1	0.8	0.04590802023356611
27	0.0001	1	0.8	0.009352279937064107
28	0.0001	1	0.8	0.022657874768430536
29	0.0001	1	0.8	0.05569426227699627
30	0.0001	1	0.8	0.021385781026699326
31	0.0001	1	0.8	0.009290852541611954
32	0.0001	1	0.8	0.46605536558411337
33	0.0001	1	0.8	0.0052521287802268155
34	0.0001	1	0.8	0.012836252356117421
35	0.0001	1	0.8	0.23819139247590845
36	0.0001	1	0.8	0.0072937213223088875
37	0.0001	1	0.8	0.011359438774260608
38	0.0001	1	0.8	0.03694518628445539
39	0.0001	1	0.8	0.005259303367612037
40	0.0001	1	0.8	0.029430435733361678
41	0.0001	1	0.8	0.10010447529229251
42	0.0001	1	0.8	0.00788811861791394
43	0.0001	1	0.8	0.01646045551381328
44	0.0001	1	0.8	0.021510767767375167
45	0.0001	1	0.8	0.010164795782078396
46	0.0001	1	0.8	0.4954713387922807
47	0.0001	1	0.8	0.28744393939321694
48	0.0001	1	0.8	0.012443296154114334
49	0.0001	1	0.8	0.006094188234684142
50	0.0001	1	0.8	0.003952364847910675
1	0.0005	1	0.4	0.2597563486207615
2	0.0005	1	0.4	4.614000194722956
3	0.0005	1	0.4	0.04854627258398316
4	0.0005	1	0.4	0.04840936281464316
5	0.0005	1	0.4	0.04008225547996434
6	0.0005	1	0.4	0.01967271657829935
7	0.0005	1	0.4	0.27594368159770966
8	0.0005	1	0.4	0.4198667119849812
9	0.0005	1	0.4	0.015348768505183134
10	0.0005	1	0.4	0.013207421875135465
11	0.0005	1	0.4	0.009408335506238721
12	0.0005	1	0.4	0.005916585375300863
13	0.0005	1	0.4	0.015437984178689393
14	0.0005	1	0.4	0.02039657478982752
15	0.0005	1	0.4	0.008367209957743232
16	0.0005	1	0.4	0.0131826492365111
17	0.0005	1	0.4	0.0035162324297495864
18	0.0005	1	0.4	0.006417219899594784
19	0.0005	1	0.4	0.0027296533046120945
20	0.0005	1	0.4	0.01962145451794971
21	0.0005	1	0.4	0.003074365020306273
22	0.0005	1	0.4	0.003004678385332227
23	0.0005	1	0.4	0.0024565216661854225
24	0.0005	1	0.4	0.002854948914186521
25	0.0005	1	0.4	0.00225724326023324
26	0.0005	1	0.4	0.0017199574906209653
27	0.0005	1	0.4	0.001954670002768663
28	0.0005	1	0.4	0.0021298887610266153
29	0.0005	1	0.4	0.0014593373920599169
30	0.0005	1	0.4	0.00165717977268452
31	0.0005	1	0.4	0.0025704144288531757
32	0.0005	1	0.4	0.0014280956450172446
33	0.0005	1	0.4	0.003761103804307905
34	0.0005	1	0.4	0.0013113527399995788
35	0.0005	1	0.4	0.001409468120387332
36	0.0005	1	0.4	0.0016574874308637598
37	0.0005	1	0.4	0.0011437132414853707
38	0.0005	1	0.4	0.0037197854031216014
39	0.0005	1	0.4	0.0010527478531002997
40	0.0005	1	0.4	0.0011386780713854188
41	0.0005	1	0.4	0.0009792864798906851
42	0.0005	1	0.4	0.0010325852897949516
43	0.0005	1	0.4	0.0011324198842471973
44	0.0005	1	0.4	0.0012651298681951382
45	0.0005	1	0.4	0.004403895668854767
46	0.0005	1	0.4	0.0021546408724547788
47	0.0005	1	0.4	0.001029894368680702
48	0.0005	1	0.4	0.0011610925673845817
49	0.0005	1	0.4	0.0008487376871264793
50	0.0005	1	0.4	0.000998678707136688
1	0.0005	1	0.8	0.4024707599119707
2	0.0005	1	0.8	0.15772724422541531
3	0.0005	1	0.8	0.08859511044892397
4	0.0005	1	0.8	0.11572713838382201
5	0.0005	1	0.8	15.837327471646395
6	0.0005	1	0.8	0.12136614295569333
7	0.0005	1	0.8	0.11907641603188081
8	0.0005	1	0.8	0.04205103997479786
9	0.0005	1	0.8	0.022530567476695233
10	0.0005	1	0.8	0.06925228028134867
11	0.0005	1	0.8	0.04059590595689687
12	0.0005	1	0.8	0.6182548652995716
13	0.0005	1	0.8	0.04720191366293214
